exper,expersq,black,south66,enroll,smsa,momdad14,weight,wage,libcrd14,motheduc,fatheduc,KWW,IQ,educ
4,16,0,0,0,1,1,369567,700,1.0,10.0,9.0,43.0,120.0,15
9,81,0,0,0,1,1,408301,714,1.0,7.0,12.0,41.0,112.0,18
15,225,0,0,0,1,1,121400,701,0.0,8.0,8.0,31.0,102.44978165938865,9
6,36,1,0,0,1,1,102031,462,1.0,9.0,7.0,29.0,102.44978165938865,12
4,16,0,0,0,1,1,380166,868,1.0,9.0,8.0,34.0,109.0,18
7,49,0,0,0,0,1,496635,917,1.0,10.0,9.0,46.0,128.0,16
9,81,0,0,0,1,1,380166,1065,1.0,12.0,12.0,35.0,97.0,12
11,121,0,0,0,1,1,496635,400,1.0,12.0,12.0,35.0,96.0,12
9,81,0,0,0,1,1,367772,640,1.0,12.0,12.0,41.0,103.0,12
5,25,0,0,0,1,1,357519,285,0.0,8.0,8.0,16.0,102.44978165938865,13
4,16,0,0,1,1,1,367772,641,1.0,12.0,12.0,38.0,127.0,17
13,169,0,0,0,1,1,367470,389,0.0,4.0,10.00344827586207,21.0,102.44978165938865,13
7,49,0,0,0,1,1,369567,1010,1.0,10.0,12.0,29.0,102.44978165938865,12
6,36,0,0,0,0,1,90339,817,1.0,12.0,8.0,44.0,97.0,12
4,16,0,0,0,1,1,92929,975,1.0,9.0,10.0,43.0,120.0,17
11,121,1,0,0,1,1,158413,750,1.0,7.0,6.0,21.0,78.0,12
3,9,0,0,0,0,1,90339,463,1.0,8.0,7.0,46.0,118.0,15
10,100,0,0,0,1,1,380166,1387,1.0,10.348136996612721,12.0,33.540668241646976,102.44978165938865,12
7,49,0,0,0,1,1,369567,577,1.0,10.348136996612721,12.0,41.0,102.44978165938865,12
9,81,0,0,0,1,1,380166,401,1.0,9.0,11.0,27.0,89.0,12
10,100,0,0,0,1,1,380166,320,1.0,9.0,11.0,24.0,102.44978165938865,10
9,81,0,0,0,1,1,422407,514,1.0,12.0,14.0,36.0,102.44978165938865,12
8,64,0,0,0,1,1,410630,208,1.0,12.0,14.0,33.540668241646976,102.44978165938865,11
4,16,0,0,1,1,1,380166,1192,1.0,6.0,8.0,50.0,122.0,17
6,36,0,0,0,1,1,380166,625,0.0,6.0,7.0,33.0,98.0,14
11,121,0,0,0,1,1,367470,481,0.0,7.0,7.0,44.0,102.44978165938865,17
8,64,0,0,1,1,1,380166,714,1.0,12.0,12.0,18.0,101.0,13
10,100,0,0,0,1,1,380166,625,1.0,4.0,1.0,30.0,102.44978165938865,11
12,144,0,0,0,1,1,496635,553,1.0,7.0,10.00344827586207,39.0,112.0,12
16,256,0,0,0,1,1,367470,579,1.0,2.0,5.0,32.0,88.0,12
4,16,0,0,0,1,1,380166,841,0.0,16.0,12.0,52.0,102.44978165938865,18
9,81,0,0,0,1,1,367470,1923,1.0,12.0,12.0,48.0,136.0,18
4,16,0,0,0,1,1,380166,806,1.0,10.0,13.0,50.0,124.0,16
11,121,1,0,0,1,0,158413,344,0.0,6.0,10.00344827586207,31.0,96.0,12
14,196,0,0,0,1,1,367470,962,1.0,14.0,11.0,39.0,97.0,12
14,196,0,0,0,0,1,367470,600,1.0,10.0,10.0,40.0,102.44978165938865,12
10,100,0,0,0,1,1,408301,837,1.0,10.0,12.0,49.0,107.0,18
2,4,0,0,0,1,0,410630,625,1.0,10.348136996612721,10.00344827586207,41.0,102.44978165938865,16
6,36,0,0,0,1,1,422407,563,1.0,10.348136996612721,10.00344827586207,41.0,111.0,16
6,36,0,0,0,1,1,380166,1410,1.0,10.0,10.0,43.0,102.0,16
7,49,0,0,0,1,1,90339,480,1.0,12.0,10.00344827586207,30.0,115.0,12
6,36,0,0,1,1,1,90339,600,1.0,8.0,7.0,32.0,94.0,12
13,169,0,0,0,1,0,92929,300,0.0,0.0,10.00344827586207,30.0,102.44978165938865,9
10,100,0,0,0,1,0,90339,505,0.0,0.0,10.00344827586207,20.0,102.44978165938865,9
5,25,1,0,0,1,1,102031,417,1.0,12.0,7.0,31.0,92.0,14
6,36,1,0,0,1,1,102031,300,1.0,12.0,7.0,27.0,102.44978165938865,12
3,9,0,0,0,1,1,380166,865,1.0,14.0,14.0,37.0,102.44978165938865,18
3,9,0,0,0,1,1,369567,300,1.0,13.0,16.0,33.0,116.0,16
14,196,0,0,0,1,1,367470,721,1.0,6.0,9.0,41.0,101.0,12
16,256,0,0,0,1,1,367470,856,1.0,10.348136996612721,8.0,32.0,99.0,12
14,196,0,0,0,1,1,496635,738,1.0,7.0,10.0,42.0,106.0,10
8,64,1,0,0,1,0,648053,1058,1.0,12.0,15.0,40.0,102.44978165938865,17
14,196,1,0,0,1,1,681157,529,0.0,8.0,6.0,25.0,102.44978165938865,12
17,289,0,0,0,1,0,367470,572,1.0,10.348136996612721,6.0,30.0,122.0,11
14,196,0,0,0,0,1,367470,805,1.0,9.0,10.00344827586207,32.0,88.0,12
14,196,0,0,0,1,1,496635,400,1.0,8.0,6.0,28.0,59.0,10
5,25,0,0,0,1,1,496635,962,1.0,16.0,12.0,48.0,126.0,18
3,9,0,0,0,1,1,380166,817,1.0,16.0,13.0,40.0,126.0,18
9,81,0,0,0,1,1,380166,740,1.0,12.0,14.0,47.0,102.44978165938865,13
6,36,0,0,0,1,1,496635,721,1.0,12.0,12.0,54.0,105.0,18
0,0,0,0,0,1,1,369567,913,1.0,16.0,16.0,29.0,123.0,18
4,16,0,0,0,1,1,380166,379,1.0,12.0,8.0,30.0,119.0,17
6,36,0,0,0,1,0,380166,350,1.0,12.0,8.0,35.0,108.0,14
16,256,0,0,0,1,1,367470,694,1.0,8.0,8.0,36.0,93.0,11
14,196,0,0,0,1,1,367470,1014,1.0,12.0,10.00344827586207,38.0,82.0,12
10,100,0,0,0,1,1,613041,1136,1.0,16.0,16.0,49.0,123.0,18
6,36,0,0,0,1,1,648053,1709,1.0,16.0,16.0,45.0,134.0,18
8,64,0,0,0,1,1,109826,529,1.0,8.0,12.0,29.0,84.0,12
9,81,1,0,0,1,1,149854,673,1.0,16.0,12.0,38.0,101.0,17
5,25,0,0,1,1,1,380166,1010,1.0,13.0,16.0,45.0,125.0,17
4,16,0,0,0,1,1,380166,846,1.0,12.0,17.0,43.0,117.0,18
10,100,0,0,0,1,1,380166,710,1.0,12.0,12.0,36.0,98.0,11
4,16,0,0,0,0,1,380166,820,1.0,13.0,12.0,41.0,118.0,16
6,36,0,0,0,1,1,369567,447,1.0,13.0,12.0,33.540668241646976,102.44978165938865,12
4,16,0,0,0,1,1,369567,500,1.0,10.0,9.0,26.0,129.0,15
9,81,0,0,0,1,1,551817,1049,1.0,12.0,12.0,44.0,96.0,16
5,25,0,0,0,1,1,496635,1202,1.0,12.0,16.0,40.0,124.0,18
15,225,0,0,0,1,1,367470,690,1.0,10.348136996612721,8.0,27.0,102.44978165938865,12
6,36,0,0,0,1,1,380166,648,1.0,10.0,8.0,42.0,122.0,16
11,121,0,0,0,1,1,496635,875,1.0,12.0,12.0,37.0,85.0,13
2,4,0,0,1,1,1,369567,548,1.0,12.0,12.0,39.0,112.0,17
15,225,0,0,0,1,1,380166,600,0.0,9.0,8.0,30.0,102.44978165938865,7
13,169,0,0,0,1,1,367470,2244,1.0,8.0,12.0,45.0,111.0,15
13,169,0,0,0,1,1,496635,1442,1.0,8.0,12.0,42.0,90.0,12
16,256,1,0,0,1,0,149854,320,1.0,10.348136996612721,10.00344827586207,38.0,102.44978165938865,12
9,81,0,0,0,1,1,367470,1262,1.0,16.0,10.0,43.0,101.0,18
6,36,0,0,0,1,0,369567,600,1.0,9.0,11.0,18.0,100.0,12
9,81,1,0,0,1,1,475436,300,0.0,10.0,10.00344827586207,25.0,95.0,11
2,4,0,0,0,1,1,369567,538,1.0,12.0,12.0,44.0,120.0,16
15,225,0,0,0,0,1,408301,744,1.0,10.348136996612721,11.0,44.0,102.44978165938865,12
15,225,0,0,1,1,0,367470,846,1.0,12.0,10.00344827586207,36.0,101.0,12
7,49,0,0,0,1,1,480445,813,1.0,12.0,12.0,44.0,102.44978165938865,16
10,100,0,0,0,1,1,380166,1000,0.0,8.0,10.00344827586207,34.0,90.0,12
4,16,0,0,0,1,1,380166,561,1.0,15.0,12.0,34.0,122.0,16
2,4,0,0,0,1,1,380166,285,1.0,18.0,18.0,41.0,140.0,18
5,25,0,0,0,1,1,380166,437,1.0,12.0,16.0,37.0,106.0,16
6,36,0,0,0,1,1,369567,325,0.0,12.0,12.0,27.0,93.0,13
6,36,0,0,0,1,1,380166,580,1.0,12.0,10.0,30.0,119.0,16
4,16,1,0,0,1,1,104596,588,1.0,12.0,12.0,33.0,95.0,16
5,25,0,0,0,1,1,496635,801,1.0,12.0,14.0,44.0,115.0,18
5,25,0,0,0,1,1,369567,312,1.0,10.0,8.0,32.0,119.0,14
11,121,1,0,0,1,0,158413,250,0.0,11.0,4.0,19.0,67.0,12
6,36,1,0,0,1,0,104596,500,0.0,11.0,4.0,34.0,97.0,15
15,225,1,0,0,1,0,149854,750,1.0,12.0,10.00344827586207,28.0,111.0,12
12,144,0,0,1,1,1,496635,343,1.0,11.0,11.0,41.0,101.0,13
7,49,0,0,0,1,1,380166,250,0.674341007674341,11.0,11.0,32.0,112.0,15
2,4,0,0,1,1,1,369567,700,1.0,10.0,12.0,26.0,107.0,16
7,49,0,0,0,1,1,369567,400,0.0,8.0,8.0,22.0,93.0,12
4,16,0,0,0,1,1,380166,555,1.0,12.0,14.0,37.0,122.0,17
7,49,0,0,0,1,1,380166,699,1.0,12.0,12.0,38.0,106.0,15
4,16,0,0,0,1,1,369567,1923,1.0,12.0,12.0,31.0,102.44978165938865,14
8,64,0,0,0,1,1,367470,1216,1.0,10.0,10.00344827586207,49.0,127.0,18
7,49,0,0,0,1,1,496635,615,1.0,12.0,12.0,35.0,113.0,16
5,25,0,0,0,1,1,369567,745,1.0,12.0,12.0,36.0,115.0,14
2,4,0,0,0,1,1,410630,458,1.0,14.0,18.0,37.0,102.44978165938865,16
1,1,0,0,0,1,1,369567,647,1.0,10.0,16.0,45.0,118.0,18
7,49,0,0,0,1,1,369567,745,1.0,12.0,8.0,37.0,106.0,12
3,9,0,0,0,1,1,369567,815,1.0,12.0,17.0,40.0,118.0,16
9,81,0,0,0,1,1,496635,865,1.0,10.0,13.0,46.0,126.0,16
10,100,0,0,0,1,1,367772,542,1.0,8.0,7.0,40.0,95.0,12
8,64,0,0,0,1,1,367772,365,1.0,12.0,18.0,35.0,107.0,13
8,64,0,0,0,1,1,357519,417,1.0,12.0,18.0,32.0,100.0,10
5,25,0,0,0,1,0,735544,657,1.0,12.0,10.00344827586207,40.0,102.0,16
5,25,0,0,0,1,0,735544,529,1.0,12.0,10.00344827586207,43.0,113.0,15
6,36,0,0,0,1,1,960890,851,1.0,12.0,8.0,46.0,96.0,17
7,49,0,0,0,1,1,715038,663,1.0,9.0,12.0,32.0,106.0,12
2,4,0,0,1,1,1,715038,529,1.0,12.0,12.0,33.0,102.44978165938865,16
4,16,0,0,0,1,1,380166,889,0.0,12.0,9.0,47.0,111.0,18
5,25,0,0,1,1,1,380166,865,1.0,12.0,10.00344827586207,43.0,113.0,17
2,4,0,0,0,1,1,380166,231,1.0,12.0,18.0,46.0,138.0,18
14,196,0,0,0,0,1,367470,802,1.0,9.0,10.0,33.540668241646976,110.0,12
8,64,0,0,1,1,1,380166,533,1.0,12.0,12.0,50.0,105.0,13
4,16,1,0,0,1,1,102031,775,1.0,14.0,12.0,29.0,85.0,15
4,16,1,0,1,1,1,102031,476,1.0,14.0,12.0,26.0,102.44978165938865,14
11,121,0,0,0,1,1,367470,865,1.0,10.348136996612721,16.0,46.0,113.0,16
6,36,0,0,0,0,1,422407,1014,1.0,12.0,10.0,51.0,117.0,16
8,64,0,0,0,1,1,367470,641,1.0,16.0,16.0,56.0,126.0,18
2,4,0,0,0,1,1,369567,333,1.0,10.0,10.0,34.0,125.0,16
17,289,1,0,0,1,1,149854,556,0.674341007674341,9.0,8.0,18.0,102.44978165938865,11
2,4,0,0,0,1,1,380166,528,1.0,12.0,8.0,37.0,125.0,18
8,64,0,0,1,1,1,380166,635,1.0,12.0,12.0,32.0,102.44978165938865,12
10,100,1,0,0,1,0,123613,500,0.0,10.348136996612721,3.0,37.0,102.44978165938865,11
12,144,1,0,1,1,1,149854,1154,1.0,12.0,10.00344827586207,49.0,89.0,16
2,4,0,0,0,1,1,380166,855,1.0,10.348136996612721,10.00344827586207,40.0,102.44978165938865,18
10,100,0,0,0,0,1,422407,479,1.0,12.0,16.0,38.0,102.44978165938865,12
1,1,0,0,0,1,1,369567,817,1.0,11.0,12.0,31.0,125.0,18
5,25,0,0,0,1,1,496635,692,1.0,12.0,18.0,47.0,129.0,18
11,121,0,0,0,0,1,408301,989,1.0,8.0,12.0,47.0,118.0,16
9,81,0,0,1,1,1,551817,447,1.0,12.0,10.00344827586207,34.0,114.0,16
10,100,0,0,0,1,1,408301,1002,1.0,12.0,16.0,40.0,121.0,18
10,100,0,0,0,1,1,408301,1241,1.0,12.0,12.0,51.0,115.0,18
12,144,0,0,0,0,0,408301,921,1.0,12.0,10.00344827586207,44.0,120.0,14
10,100,0,0,0,1,1,92929,571,0.674341007674341,8.0,7.0,37.0,85.0,12
13,169,0,0,0,1,1,121400,525,1.0,11.0,6.0,43.0,109.0,12
10,100,0,0,0,1,1,380166,1154,1.0,12.0,8.0,42.0,117.0,12
6,36,1,0,0,1,1,102031,480,0.0,10.0,5.0,31.0,102.44978165938865,12
7,49,0,0,0,1,0,369567,839,1.0,10.0,10.00344827586207,29.0,102.44978165938865,11
13,169,0,0,0,1,1,408301,1402,1.0,10.0,10.0,42.0,102.44978165938865,14
8,64,1,0,0,1,1,427892,400,1.0,10.348136996612721,10.00344827586207,21.0,102.44978165938865,13
15,225,0,0,0,1,1,367470,710,1.0,8.0,12.0,43.0,102.44978165938865,12
4,16,0,0,0,1,1,369567,635,1.0,12.0,10.0,29.0,104.0,14
7,49,0,0,0,1,1,380166,388,1.0,12.0,11.0,28.0,109.0,13
8,64,0,0,0,1,1,380166,688,1.0,10.0,8.0,28.0,105.0,12
16,256,0,0,0,1,1,367470,630,1.0,10.348136996612721,10.00344827586207,36.0,85.0,12
13,169,0,0,0,1,1,367470,1044,1.0,8.0,12.0,38.0,115.0,15
6,36,0,0,0,1,0,369567,577,1.0,12.0,10.00344827586207,41.0,102.44978165938865,12
7,49,0,0,0,1,0,369567,500,1.0,12.0,10.00344827586207,38.0,89.0,12
16,256,0,0,0,0,0,367470,781,0.0,12.0,10.00344827586207,50.0,85.0,12
7,49,0,0,0,1,1,380166,577,1.0,11.0,12.0,34.0,102.0,13
6,36,0,0,1,1,1,369567,525,1.0,11.0,12.0,39.0,109.0,13
5,25,0,0,1,1,1,380166,385,1.0,12.0,12.0,39.0,107.0,17
11,121,0,0,0,1,1,496635,625,0.674341007674341,10.348136996612721,8.0,35.0,102.44978165938865,12
6,36,0,0,1,1,1,380166,625,1.0,11.0,11.0,32.0,103.0,16
7,49,0,0,1,1,1,380166,475,1.0,12.0,10.0,34.0,83.0,13
5,25,0,0,1,1,1,357519,659,1.0,12.0,12.0,32.0,112.0,14
2,4,0,0,0,1,1,357519,425,1.0,12.0,12.0,30.0,102.44978165938865,16
5,25,0,0,0,1,1,410630,524,1.0,11.0,10.0,32.0,106.0,14
8,64,0,0,0,1,1,422310,625,0.0,10.0,10.0,30.0,101.0,12
9,81,0,0,0,1,1,551690,1010,1.0,12.0,9.0,47.0,105.0,16
8,64,0,0,0,1,1,422310,601,1.0,12.0,9.0,40.0,116.0,12
9,81,0,0,0,1,0,422310,808,0.0,11.0,10.00344827586207,22.0,102.44978165938865,12
10,100,0,0,0,1,1,422310,426,1.0,7.0,7.0,22.0,90.0,12
12,144,0,0,0,1,1,551690,1060,1.0,11.0,5.0,28.0,91.0,12
8,64,0,0,0,1,1,422310,414,1.0,11.0,5.0,41.0,128.0,12
12,144,0,0,0,1,0,551690,492,1.0,7.0,10.00344827586207,34.0,110.0,12
9,81,0,0,0,1,0,422310,325,1.0,7.0,10.00344827586207,28.0,93.0,12
10,100,0,0,0,1,1,422310,275,1.0,7.0,12.0,33.0,75.0,12
7,49,0,0,0,1,1,410536,291,1.0,12.0,8.0,17.0,94.0,12
7,49,0,0,0,1,0,551690,731,1.0,10.348136996612721,16.0,39.0,102.44978165938865,18
6,36,0,0,0,1,1,327808,488,1.0,12.0,12.0,38.0,112.0,14
4,16,0,0,0,1,1,318670,337,1.0,12.0,12.0,32.0,121.0,14
9,81,0,0,0,1,1,422310,725,1.0,12.0,12.0,33.0,100.0,12
6,36,0,0,0,0,1,318670,440,1.0,12.0,12.0,27.0,109.0,13
5,25,0,0,0,0,1,327808,641,0.0,8.0,8.0,38.0,122.0,16
10,100,0,0,0,1,1,422310,375,0.0,11.0,8.0,26.0,102.0,12
7,49,0,0,0,1,0,456151,481,1.0,10.348136996612721,10.00344827586207,34.0,131.0,12
9,81,0,0,0,1,1,551690,925,0.0,8.0,10.0,38.0,122.0,14
8,64,0,0,0,1,1,422310,514,1.0,12.0,12.0,33.540668241646976,102.44978165938865,12
15,225,0,0,0,1,1,453563,1065,0.0,10.0,10.0,38.0,105.0,12
10,100,0,0,0,1,1,327808,638,1.0,10.0,10.00344827586207,36.0,103.0,12
14,196,0,0,0,1,0,316862,739,1.0,9.0,9.0,37.0,113.0,12
8,64,0,0,0,1,0,327808,493,0.0,8.0,12.0,34.0,104.0,12
8,64,0,0,0,1,0,318670,650,0.0,9.0,12.0,26.0,102.44978165938865,10
18,324,0,0,0,1,1,428238,308,0.0,8.0,5.0,33.0,102.44978165938865,7
8,64,0,0,0,1,1,551690,629,1.0,9.0,11.0,43.0,124.0,16
9,81,0,0,0,0,1,422310,409,1.0,12.0,8.0,31.0,110.0,13
9,81,0,0,0,1,1,408207,600,1.0,10.348136996612721,10.00344827586207,39.0,112.0,18
10,100,0,0,0,0,1,422310,745,1.0,12.0,11.0,34.0,104.0,12
8,64,0,0,1,1,1,551690,625,1.0,10.348136996612721,10.00344827586207,37.0,96.0,17
11,121,0,0,0,0,1,475820,549,1.0,12.0,12.0,37.0,95.0,12
3,9,0,0,1,0,1,354077,326,1.0,12.0,12.0,32.0,95.0,15
11,121,0,0,0,0,0,327808,258,1.0,10.348136996612721,7.0,20.0,102.44978165938865,9
8,64,0,0,0,1,1,380166,875,1.0,12.0,12.0,40.0,103.0,12
7,49,0,0,0,0,1,369567,639,1.0,12.0,12.0,48.0,116.0,12
16,256,0,0,0,0,1,316862,667,1.0,7.0,7.0,37.0,102.44978165938865,11
9,81,0,0,0,1,1,428238,504,1.0,12.0,12.0,45.0,95.0,14
2,4,0,0,1,1,1,318670,313,1.0,12.0,12.0,38.0,101.0,17
3,9,0,0,0,1,1,422310,1010,1.0,12.0,10.00344827586207,44.0,102.44978165938865,18
17,289,0,0,0,0,1,408207,1000,1.0,9.0,8.0,34.0,102.44978165938865,10
6,36,0,0,0,0,0,422310,721,1.0,18.0,10.00344827586207,39.0,120.0,16
9,81,0,0,0,0,1,422310,785,0.0,8.0,8.0,39.0,102.0,12
16,256,0,0,0,0,1,77455,546,1.0,12.0,8.0,39.0,105.0,12
7,49,0,0,0,0,1,77897,828,1.0,8.0,8.0,28.0,103.0,12
7,49,0,0,0,0,1,77897,159,1.0,10.0,10.0,30.0,94.0,12
11,121,0,0,0,0,1,94700,700,0.0,6.0,10.0,22.0,102.44978165938865,10
9,81,0,0,0,0,1,327808,721,0.0,12.0,10.0,36.0,102.0,13
6,36,0,0,0,0,1,318670,304,1.0,12.0,10.0,14.0,102.44978165938865,12
3,9,0,0,0,1,1,318670,553,1.0,16.0,12.0,31.0,112.0,16
6,36,0,0,0,1,1,327808,542,1.0,6.0,7.0,35.0,101.0,14
2,4,0,0,0,0,1,318670,509,1.0,12.0,12.0,30.0,121.0,16
2,4,0,0,0,0,1,312925,385,1.0,12.0,12.0,40.0,105.0,16
14,196,0,0,0,1,1,367470,1442,1.0,8.0,10.0,42.0,96.0,12
10,100,0,0,0,1,0,408301,879,1.0,14.0,14.0,45.0,128.0,16
5,25,0,0,0,1,1,369567,1000,1.0,14.0,16.0,37.0,102.44978165938865,13
10,100,0,0,0,0,1,380166,863,0.0,9.0,12.0,26.0,110.0,12
9,81,0,0,0,0,1,367772,740,1.0,12.0,11.0,32.0,92.0,12
16,256,0,0,0,0,1,355491,889,1.0,10.348136996612721,10.00344827586207,39.0,87.0,12
8,64,0,0,1,1,1,480445,458,1.0,10.0,9.0,34.0,126.0,15
16,256,0,0,0,1,1,367470,450,1.0,9.0,10.00344827586207,34.0,98.0,12
16,256,0,0,0,1,1,408301,700,1.0,10.348136996612721,10.00344827586207,39.0,103.0,12
13,169,0,0,0,1,1,367470,744,1.0,12.0,8.0,49.0,122.0,14
10,100,0,0,0,1,1,408207,889,1.0,11.0,12.0,43.0,109.0,16
8,64,0,0,0,1,1,408207,692,1.0,12.0,12.0,37.0,125.0,18
9,81,0,0,0,0,1,316862,604,0.0,12.0,12.0,38.0,119.0,18
6,36,0,0,0,1,0,551690,625,1.0,14.0,10.00344827586207,42.0,97.0,18
13,169,0,0,0,1,1,408207,746,1.0,12.0,8.0,36.0,103.0,14
9,81,0,0,0,1,1,408207,726,1.0,16.0,8.0,42.0,95.0,18
12,144,0,0,0,1,1,612989,560,1.0,10.0,8.0,40.0,99.0,12
8,64,0,0,0,0,1,422310,424,1.0,10.0,12.0,31.0,106.0,12
8,64,0,0,0,0,0,422310,400,1.0,12.0,10.00344827586207,33.0,117.0,12
6,36,0,0,0,1,1,422310,250,1.0,12.0,12.0,40.0,112.0,14
7,49,0,0,0,1,1,422310,646,1.0,12.0,8.0,30.0,136.0,13
6,36,0,0,0,1,1,318670,598,1.0,12.0,12.0,35.0,102.44978165938865,12
9,81,0,0,0,1,1,327808,1000,1.0,8.0,8.0,33.0,110.0,12
10,100,0,0,0,0,1,422310,528,1.0,13.0,12.0,26.0,111.0,12
8,64,0,0,0,0,1,422310,481,1.0,13.0,12.0,32.0,115.0,12
15,225,0,0,0,0,1,408207,850,1.0,12.0,6.0,47.0,90.0,12
10,100,0,0,0,0,1,428238,506,1.0,10.348136996612721,10.00344827586207,45.0,98.0,14
11,121,0,0,0,1,1,428238,512,0.0,8.0,8.0,41.0,106.0,12
9,81,0,0,0,1,0,364232,220,0.0,9.0,10.00344827586207,20.0,102.44978165938865,11
2,4,0,0,1,1,0,118599,154,1.0,10.348136996612721,10.00344827586207,38.0,102.44978165938865,16
13,169,0,0,0,1,1,134858,240,1.0,12.0,11.0,44.0,95.0,12
10,100,0,0,0,1,1,103231,557,1.0,12.0,11.0,43.0,115.0,12
6,36,0,0,0,1,0,327808,500,0.0,12.0,12.0,40.0,106.0,15
4,16,0,0,0,1,1,327808,372,1.0,10.348136996612721,10.00344827586207,34.0,102.0,16
9,81,0,0,0,0,1,312925,350,0.0,8.0,8.0,26.0,91.0,10
8,64,0,0,0,0,1,327808,584,0.0,8.0,8.0,26.0,114.0,12
7,49,0,0,0,0,1,327808,515,1.0,12.0,10.0,34.0,92.0,13
11,121,0,0,0,0,1,428238,390,1.0,10.348136996612721,10.00344827586207,43.0,111.0,12
3,9,0,0,0,0,1,318670,280,1.0,12.0,12.0,34.0,111.0,16
15,225,0,0,0,0,1,316862,690,1.0,12.0,10.00344827586207,38.0,102.44978165938865,12
8,64,0,0,0,0,1,327808,300,1.0,12.0,10.00344827586207,30.0,96.0,12
4,16,0,0,0,0,1,327808,635,1.0,13.0,12.0,36.0,119.0,17
7,49,0,0,0,0,1,327808,342,1.0,13.0,12.0,32.0,85.0,13
4,16,0,0,0,0,1,327808,505,1.0,12.0,12.0,34.0,98.0,16
5,25,0,0,0,0,1,318670,356,1.0,12.0,12.0,30.0,114.0,13
15,225,0,0,0,0,0,352069,262,1.0,10.348136996612721,10.00344827586207,39.0,79.0,12
16,256,0,0,0,0,0,316862,400,1.0,10.348136996612721,10.00344827586207,30.0,102.44978165938865,10
10,100,0,0,0,0,1,475820,740,1.0,16.0,16.0,42.0,108.0,13
16,256,0,0,0,0,0,316862,342,1.0,12.0,8.0,33.540668241646976,102.44978165938865,12
8,64,0,0,0,0,1,428238,276,1.0,12.0,8.0,39.0,121.0,15
9,81,0,0,1,0,1,318670,427,1.0,12.0,10.0,36.0,102.44978165938865,9
7,49,0,0,0,0,0,312925,239,0.0,10.348136996612721,12.0,40.0,117.0,12
5,25,0,0,0,0,0,312925,385,0.0,10.348136996612721,12.0,21.0,102.44978165938865,13
11,121,0,0,0,0,1,475820,350,0.0,8.0,4.0,32.0,107.0,12
11,121,0,0,1,0,0,551690,599,1.0,10.348136996612721,10.00344827586207,40.0,103.0,12
10,100,0,0,0,1,1,612989,750,1.0,12.0,10.0,45.0,105.0,15
11,121,0,0,0,0,1,316862,692,1.0,9.0,12.0,41.0,105.0,16
16,256,0,0,0,0,1,316862,147,1.0,14.0,12.0,43.0,88.0,12
8,64,0,0,0,1,1,364232,280,1.0,10.0,12.0,34.0,96.0,12
8,64,0,0,0,1,1,316862,769,1.0,7.0,10.00344827586207,46.0,105.0,18
13,169,0,0,0,1,1,316862,1010,0.0,12.0,7.0,41.0,102.44978165938865,13
6,36,0,0,0,0,1,327808,517,1.0,14.0,16.0,34.0,100.0,14
4,16,0,0,0,0,1,327808,400,1.0,14.0,16.0,43.0,116.0,16
7,49,0,0,0,0,1,318670,375,1.0,10.0,12.0,22.0,86.0,12
13,169,0,0,0,0,1,551690,596,1.0,10.0,12.0,27.0,88.0,12
18,324,0,0,0,0,1,475820,350,0.0,10.348136996612721,10.00344827586207,34.0,102.44978165938865,7
16,256,0,0,0,0,0,316862,417,1.0,10.348136996612721,10.00344827586207,34.0,97.0,11
7,49,0,0,0,0,0,428238,338,1.0,12.0,10.00344827586207,43.0,112.0,16
2,4,0,0,0,0,1,327808,481,1.0,14.0,18.0,35.0,125.0,18
10,100,0,0,0,0,1,327808,500,1.0,11.0,11.0,12.0,102.44978165938865,12
9,81,0,0,0,0,0,327808,305,1.0,10.348136996612721,10.00344827586207,37.0,102.44978165938865,12
18,324,0,0,0,0,1,316862,450,1.0,10.348136996612721,9.0,31.0,84.0,10
7,49,0,0,0,1,1,484311,769,1.0,12.0,14.0,45.0,117.0,16
4,16,0,0,0,1,1,370732,721,1.0,12.0,14.0,42.0,110.0,16
10,100,0,0,0,1,1,484311,1000,1.0,9.0,10.00344827586207,32.0,104.0,13
10,100,0,0,0,1,1,484311,625,1.0,12.0,12.0,35.0,101.0,14
4,16,0,0,0,1,1,370732,817,1.0,11.0,12.0,33.0,99.0,16
16,256,0,0,0,1,0,358351,377,1.0,10.348136996612721,8.0,35.0,87.0,12
15,225,0,0,0,1,1,358351,708,0.0,10.348136996612721,10.00344827586207,43.0,101.0,12
4,16,0,0,0,1,1,360396,411,1.0,12.0,12.0,31.0,117.0,14
13,169,0,0,0,1,0,358351,1339,1.0,10.348136996612721,10.00344827586207,41.0,108.0,13
16,256,0,0,0,0,0,358351,716,0.0,1.0,10.00344827586207,42.0,102.44978165938865,12
16,256,1,0,0,1,1,141996,192,1.0,9.0,10.00344827586207,37.0,86.0,10
10,100,1,0,0,1,0,141996,797,0.0,10.348136996612721,8.0,43.0,102.44978165938865,16
12,144,1,0,0,1,1,141996,924,1.0,10.0,10.0,33.0,69.0,16
5,25,1,0,1,1,1,99110,240,1.0,16.0,18.0,30.0,105.0,15
6,36,0,0,0,1,1,360396,625,0.0,12.0,12.0,39.0,104.0,13
10,100,0,0,0,1,1,360396,1025,0.0,10.0,7.0,34.0,102.44978165938865,8
10,100,1,0,0,0,1,99110,503,1.0,11.0,9.0,38.0,109.0,12
6,36,0,0,0,1,1,370732,462,1.0,8.0,8.0,39.0,85.0,16
